ZCTA5,white,black,hispanic_or_latino
4684,0.959,0.025,0.016
4764,1,0,0
4772,1,0,0
4779,1,0,0
4780,0.986,0,0.014
4852,1,0,0
4918,1,0,0
4926,1,0,0
4929,0.98,0,0.02
4933,1,0,0
4944,1,0,0
4962,1,0,0
4967,0.956,0.015,0.029
4975,1,0,0
4985,1,0,0
4992,1,0,0
5035,1,0,0
5041,1,0,0
5042,0.935,0.065,0
5050,1,0,0
5052,1,0,0
5056,1,0,0
5069,0.974,0.026,0
5071,1,0,0
5084,1,0,0
5255,0.993,0.001,0.006
5260,1,0,0
5362,1,0,0
5444,0.979,0.001,0.02
5455,0.988,0,0.012
5485,1,0,0
5492,0.989,0.011,0
5657,1,0,0
5664,1,0,0
5678,1,0,0
5742,1,0,0
5825,1,0,0
5868,1,0,0
5873,0.968,0.024,0.008
5874,0.996,0,0.004
5875,0.98,0,0.02
5901,1,0,0
6022,1,0,0
6061,1,0,0
6065,0.994,0.006,0
6263,1,0,0
6264,0.844,0,0.156
6281,0.991,0,0.009
6332,1,0,0
6336,0.871,0.129,0
6350,1,0,0
6353,1,0,0
6376,1,0,0
6387,1,0,0
6389,1,0,0
6414,1,0,0
6444,1,0,0
6456,1,0,0
6512,0.786,0.073,0.141
6612,0.948,0.003,0.049
6796,0.972,0,0.028
6856,1,0,0
6877,0.938,0.009,0.053
7419,0.936,0.022,0.042
7717,0.963,0.004,0.033
7731,0.862,0.041,0.097
7820,0.81,0,0.19
7833,0.991,0.009,0
7842,0.859,0,0.141
7851,0.571,0.429,0
7870,1,0,0
7881,1,0,0
7926,1,0,0
7935,1,0,0
8023,0.774,0.016,0.21
8038,1,0,0
8042,1,0,0
8074,0,1,0
8217,1,0,0
8248,1,0,0
8321,1,0,0
8324,1,0,0
8348,1,0,0
8561,0.143,0.857,0
8720,0.98,0.015,0.005
8808,1,0,0
8858,1,0,0
10910,1,0,0
10914,0.833,0.167,0
10915,1,0,0
10932,1,0,0
10953,0.953,0,0.047
10985,1,0,0
11556,1,0,0
11931,1,0,0
11947,1,0,0
11948,1,0,0
11956,0.972,0.028,0
11970,1,0,0
12024,1,0,0
12041,1,0,0
12042,1,0,0
12045,0.974,0,0.026
12046,1,0,0
12064,0.929,0.071,0
12069,1,0,0
12087,0.992,0.008,0
12089,1,0,0
12108,0.958,0.003,0.039
12130,1,0,0
12131,1,0,0
12132,0.708,0,0.292
12150,1,0,0
12156,0.996,0.004,0
12161,1,0,0
12165,1,0,0
12172,1,0,0
12177,1,0,0
12187,0.992,0,0.008
12194,1,0,0
12195,1,0,0
12405,1,0,0
12411,1,0,0
12418,0.945,0.055,0
12420,0.939,0,0.061
12422,1,0,0
12424,1,0,0
12429,1,0,0
12436,1,0,0
12439,0.982,0,0.018
12441,1,0,0
12448,1,0,0
12450,1,0,0
12452,1,0,0
12465,1,0,0
12471,1,0,0
12475,1,0,0
12490,1,0,0
12494,1,0,0
12512,1,0,0
12513,1,0,0
12514,0.922,0.058,0.02
12521,0.982,0,0.018
12530,1,0,0
12722,1,0,0
12745,1,0,0
12749,1,0,0
12751,0.752,0.178,0.07
12784,1,0,0
12808,1,0,0
12812,1,0,0
12823,1,0,0
12824,0.992,0.008,0
12827,0.96,0.017,0.023
12841,1,0,0
12849,0.977,0.023,0
12856,1,0,0
12857,1,0,0
12858,1,0,0
12862,1,0,0
12864,1,0,0
12872,0.955,0,0.045
12873,0.997,0.003,0
12911,1,0,0
12924,1,0,0
12927,1,0,0
12933,1,0,0
12939,1,0,0
12945,1,0,0
12953,0.782,0.151,0.067
12961,0.886,0,0.114
12973,1,0,0
12978,1,0,0
12981,0.994,0,0.006
13020,1,0,0
13051,1,0,0
13062,1,0,0
13064,1,0,0
13069,0.968,0.003,0.029
13087,1,0,0
13102,1,0,0
13103,0.97,0.03,0
13112,0.997,0.003,0
13115,0.975,0.008,0.017
13123,1,0,0
13141,1,0,0
13153,1,0,0
13162,1,0,0
13301,1,0,0
13310,1,0,0
13312,0.988,0,0.012
13314,1,0,0
13329,0.974,0.008,0.018
13331,1,0,0
13333,1,0,0
13341,1,0,0
13342,1,0,0
13345,1,0,0
13352,1,0,0
13353,1,0,0
13360,1,0,0
13362,1,0,0
13364,1,0,0
13415,0.83,0,0.17
13436,1,0,0
13441,0.764,0.236,0
13472,1,0,0
13475,1,0,0
13477,0.992,0.008,0
13483,1,0,0
13484,1,0,0
13615,0.975,0.025,0
13621,0.983,0,0.017
13623,1,0,0
13639,1,0,0
13640,1,0,0
13641,1,0,0
13651,1,0,0
13674,1,0,0
13675,1,0,0
13677,1,0,0
13678,1,0,0
13692,1,0,0
13696,1,0,0
13751,1,0,0
13756,1,0,0
13774,1,0,0
13784,1,0,0
13794,1,0,0
13826,1,0,0
13834,0.943,0.057,0
13845,1,0,0
13846,1,0,0
13847,1,0,0
13860,1,0,0
14026,0.986,0.014,0
14034,0.759,0.165,0.076
14035,1,0,0
14039,1,0,0
14069,0.999,0.001,0
14075,0.967,0.012,0.021
14082,1,0,0
14102,1,0,0
14126,1,0,0
14134,1,0,0
14145,0.991,0.009,0
14169,1,0,0
14173,1,0,0
14302,0.833,0.167,0
14469,0.985,0.004,0.011
14476,0.956,0.005,0.039
14479,1,0,0
14529,1,0,0
14536,0.959,0,0.041
14537,1,0,0
14542,1,0,0
14549,1,0,0
14560,0.991,0.002,0.007
14585,1,0,0
14592,1,0,0
14616,0.847,0.086,0.067
14708,1,0,0
14721,1,0,0
14736,1,0,0
14752,1,0,0
14756,1,0,0
14769,1,0,0
14823,0.985,0.009,0.006
14826,0.981,0.002,0.017
14827,1,0,0
14842,1,0,0
14854,1,0,0
14855,0.996,0.001,0.003
14856,1,0,0
14861,1,0,0
14881,1,0,0
14884,0.991,0,0.009
14893,1,0,0
15001,0.857,0.121,0.022
15004,1,0,0
15007,1,0,0
15020,1,0,0
15051,0.941,0.059,0
15053,1,0,0
15054,1,0,0
15064,1,0,0
15072,0.432,0.568,0
15075,1,0,0
15078,1,0,0
15082,1,0,0
15087,1,0,0
15310,1,0,0
15316,1,0,0
15325,1,0,0
15337,0.987,0.013,0
15340,1,0,0
15346,1,0,0
15347,1,0,0
15348,1,0,0
15353,1,0,0
15358,1,0,0
15361,1,0,0
15363,0.946,0.054,0
15366,1,0,0
15368,0.974,0.026,0
15380,1,0,0
15410,1,0,0
15413,0.902,0.098,0
15421,1,0,0
15422,1,0,0
15427,0.918,0.065,0.017
15429,1,0,0
15440,1,0,0
15443,0.807,0,0.193
15444,1,0,0
15445,0.977,0,0.023
15446,1,0,0
15447,1,0,0
15448,0.791,0,0.209
15449,1,0,0
15454,1,0,0
15458,0.912,0.088,0
15462,1,0,0
15467,1,0,0
15472,1,0,0
15476,1,0,0
15482,1,0,0
15483,1,0,0
15484,1,0,0
15489,1,0,0
15490,1,0,0
15492,1,0,0
15502,1,0,0
15520,1,0,0
15532,1,0,0
15538,0.995,0.005,0
15539,1,0,0
15542,1,0,0
15544,1,0,0
15546,1,0,0
15551,1,0,0
15554,0.992,0.002,0.006
15555,1,0,0
15562,1,0,0
15612,0.964,0.036,0
15615,1,0,0
15616,1,0,0
15620,0.998,0.002,0
15622,0.988,0.012,0
15623,1,0,0
15625,1,0,0
15633,1,0,0
15634,1,0,0
15635,0.911,0.089,0
15638,1,0,0
15640,1,0,0
15646,1,0,0
15647,1,0,0
15660,1,0,0
15662,1,0,0
15671,1,0,0
15677,1,0,0
15678,0.97,0,0.03
15680,0.966,0,0.034
15687,0.939,0,0.061
15689,1,0,0
15691,1,0,0
15692,1,0,0
15693,1,0,0
15695,1,0,0
15698,1,0,0
15710,0.996,0.004,0
15712,1,0,0
15713,1,0,0
15723,1,0,0
15730,1,0,0
15731,1,0,0
15733,1,0,0
15734,1,0,0
15737,1,0,0
15738,1,0,0
15739,0.953,0.047,0
15741,1,0,0
15745,1,0,0
15746,1,0,0
15752,1,0,0
15754,1,0,0
15760,1,0,0
15761,1,0,0
15764,1,0,0
15775,1,0,0
15776,1,0,0
15778,1,0,0
15781,1,0,0
15783,1,0,0
15784,1,0,0
15821,1,0,0
15832,1,0,0
15841,1,0,0
15847,0.941,0.059,0
15863,1,0,0
15866,1,0,0
15921,1,0,0
15922,1,0,0
15929,1,0,0
15930,1,0,0
15934,1,0,0
15948,0.91,0.09,0
15951,1,0,0
15952,1,0,0
15953,1,0,0
15956,0.994,0,0.006
15960,1,0,0
15962,1,0,0
16035,1,0,0
16036,1,0,0
16048,1,0,0
16054,1,0,0
16110,1,0,0
16132,1,0,0
16140,1,0,0
16151,1,0,0
16160,0.998,0,0.002
16211,1,0,0
16212,0.983,0.017,0
16213,1,0,0
16217,1,0,0
16223,1,0,0
16228,0.998,0,0.002
16245,1,0,0
16246,1,0,0
16249,0.989,0,0.011
16250,1,0,0
16260,1,0,0
16263,1,0,0
16312,1,0,0
16321,1,0,0
16323,0.97,0.013,0.017
16331,1,0,0
16332,1,0,0
16334,0.994,0.006,0
16351,0.974,0.004,0.022
16352,1,0,0
16361,1,0,0
16370,1,0,0
16427,1,0,0
16616,1,0,0
16619,1,0,0
16623,0.994,0.004,0.002
16631,1,0,0
16633,1,0,0
16634,1,0,0
16638,1,0,0
16645,1,0,0
16646,0.995,0,0.005
16659,1,0,0
16670,1,0,0
16672,1,0,0
16674,0.963,0.037,0
16677,1,0,0
16680,1,0,0
16682,1,0,0
16685,1,0,0
16689,1,0,0
16724,1,0,0
16725,0.987,0.013,0
16727,1,0,0
16728,1,0,0
16733,0.992,0.008,0
16734,1,0,0
16744,1,0,0
16821,1,0,0
16825,1,0,0
16826,1,0,0
16828,0.988,0.005,0.007
16834,1,0,0
16835,0.984,0.016,0
16837,1,0,0
16840,1,0,0
16843,0.976,0.024,0
16848,1,0,0
16849,1,0,0
16853,1,0,0
16855,1,0,0
16859,1,0,0
16868,1,0,0
16871,1,0,0
16879,1,0,0
16911,0.981,0.019,0
16935,0.999,0,0.001
16939,0.993,0,0.007
16941,0.934,0.066,0
17005,1,0,0
17010,1,0,0
17016,1,0,0
17029,1,0,0
17035,1,0,0
17039,1,0,0
17041,1,0,0
17056,1,0,0
17071,0.979,0,0.021
17072,1,0,0
17073,0.969,0.005,0.026
17075,0.886,0.114,0
17076,1,0,0
17077,1,0,0
17082,0.958,0.022,0.02
17083,1,0,0
17088,0.844,0.156,0
17099,1,0,0
17213,0.994,0.003,0.003
17215,0.957,0,0.043
17217,1,0,0
17220,1,0,0
17221,1,0,0
17223,1,0,0
17224,1,0,0
17235,1,0,0
17239,1,0,0
17246,1,0,0
17250,1,0,0
17251,1,0,0
17256,1,0,0
17263,1,0,0
17270,1,0,0
17271,1,0,0
17272,1,0,0
17324,0.933,0.005,0.062
17370,0.963,0.011,0.026
17371,1,0,0
17402,0.844,0.079,0.077
17507,1,0,0
17508,1,0,0
17529,0.937,0.006,0.057
17550,1,0,0
17570,1,0,0
17582,1,0,0
17606,0.992,0,0.008
17723,1,0,0
17727,1,0,0
17730,1,0,0
17739,1,0,0
17740,0.978,0.011,0.011
17742,1,0,0
17749,1,0,0
17767,1,0,0
17778,1,0,0
17779,1,0,0
17840,1,0,0
17850,1,0,0
17851,0.975,0.006,0.019
17861,1,0,0
17864,0.975,0,0.025
17865,1,0,0
17866,0.797,0.149,0.054
17867,1,0,0
17885,1,0,0
17887,1,0,0
17901,0.95,0.024,0.026
17923,1,0,0
17925,1,0,0
17933,1,0,0
17943,1,0,0
17944,1,0,0
17945,1,0,0
17946,1,0,0
17951,0.964,0,0.036
17968,1,0,0
17974,1,0,0
17979,1,0,0
18046,1,0,0
18063,1,0,0
18070,1,0,0
18086,1,0,0
18105,0.909,0.091,0
18212,1,0,0
18222,0.941,0.028,0.031
18223,1,0,0
18225,1,0,0
18234,1,0,0
18239,1,0,0
18242,1,0,0
18244,1,0,0
18245,1,0,0
18246,0.795,0,0.205
18251,1,0,0
18323,1,0,0
18333,1,0,0
18340,1,0,0
18342,1,0,0
18349,1,0,0
18354,1,0,0
18356,0.252,0.748,0
18420,1,0,0
18427,1,0,0
18430,1,0,0
18451,1,0,0
18456,1,0,0
18459,1,0,0
18461,1,0,0
18469,1,0,0
18619,0.989,0.004,0.007
18622,1,0,0
18624,1,0,0
18626,1,0,0
18653,1,0,0
18709,0.951,0.02,0.029
18810,0.982,0.001,0.017
18816,1,0,0
18822,0.987,0.006,0.007
18823,1,0,0
18825,1,0,0
18832,0.98,0.005,0.015
18843,0.912,0.088,0
18913,1,0,0
18920,1,0,0
18930,0.99,0,0.01
19017,0.939,0.061,0
19113,1,0,0
19316,1,0,0
19365,0.905,0.049,0.046
19367,1,0,0
19375,1,0,0
19435,1,0,0
19472,1,0,0
19474,1,0,0
19477,0.792,0.208,0
19492,0.995,0.005,0
19511,1,0,0
19523,1,0,0
19525,0.956,0.013,0.031
19535,1,0,0
19538,1,0,0
19544,0.72,0,0.28
19545,1,0,0
19554,1,0,0
19564,1,0,0
19710,1,0,0
19732,1,0,0
19735,1,0,0
19736,1,0,0
20118,0,1,0
20130,1,0,0
20184,1,0,0
20317,0.693,0.296,0.011
20615,1,0,0
20628,1,0,0
20629,1,0,0
20630,0.741,0.259,0
20660,1,0,0
20765,0.775,0.225,0
21052,1,0,0
21056,1,0,0
21074,0.96,0.012,0.028
21105,1,0,0
21153,0.96,0,0.04
21156,0.977,0,0.023
21405,1,0,0
21522,1,0,0
21524,0.94,0.06,0
21531,0.991,0,0.009
21543,1,0,0
21557,1,0,0
21612,1,0,0
21627,1,0,0
21628,0.921,0.079,0
21644,0.99,0.01,0
21647,0.76,0.177,0.063
21650,1,0,0
21652,1,0,0
21657,0.9,0.1,0
21664,0.834,0,0.166
21667,1,0,0
21669,1,0,0
21675,1,0,0
21679,1,0,0
21705,0,1,0
21714,1,0,0
21717,1,0,0
21733,0.98,0,0.02
21756,0.974,0.011,0.015
21802,1,0,0
21810,0.834,0.166,0
21814,0.839,0.161,0
21824,1,0,0
21835,0.954,0.046,0
21840,0.436,0.564,0
21862,1,0,0
21865,0.952,0.048,0
21866,1,0,0
21867,1,0,0
21872,0.976,0.024,0
21914,1,0,0
21916,0.929,0.071,0
21918,0.97,0.01,0.02
21920,1,0,0
21930,1,0,0
22307,0.837,0.075,0.088
22432,0.459,0.541,0
22433,0.934,0.066,0
22438,0.308,0.692,0
22504,0.953,0.047,0
22509,1,0,0
22511,0.873,0.127,0
22529,0.303,0.697,0
22530,1,0,0
22539,0.803,0.197,0
22576,0.661,0.339,0
22579,0.617,0.383,0
22639,0.974,0.026,0
22641,1,0,0
22643,0.835,0.165,0
22644,0.977,0.004,0.019
22646,0.954,0.046,0
22709,0.963,0.037,0
22711,1,0,0
22719,1,0,0
22722,1,0,0
22723,1,0,0
22726,0.648,0.352,0
22730,0.834,0.166,0
22743,1,0,0
22810,1,0,0
22820,1,0,0
22845,1,0,0
22847,1,0,0
22948,1,0,0
22958,0.973,0.014,0.013
22964,0.909,0.091,0
22972,0.945,0.055,0
23004,0.472,0.483,0.045
23021,0.851,0.149,0
23045,1,0,0
23056,0.891,0.109,0
23064,1,0,0
23066,1,0,0
23068,1,0,0
23070,0.968,0,0.032
23085,0.674,0.326,0
23091,0.809,0.191,0
23092,0.529,0.471,0
23119,1,0,0
23123,0.637,0.363,0
23125,1,0,0
23130,1,0,0
23161,0.701,0.299,0
23163,1,0,0
23169,0.781,0.219,0
23176,0.911,0.089,0
23177,0.247,0.753,0
23303,0.702,0.298,0
23304,1,0,0
23313,0.405,0.595,0
23337,0.791,0.209,0
23356,1,0,0
23358,1,0,0
23389,0.758,0.242,0
23395,0.578,0.422,0
23398,1,0,0
23401,0.481,0.519,0
23407,0.149,0.851,0
23408,1,0,0
23409,1,0,0
23414,0.929,0.071,0
23416,0.66,0.34,0
23422,0.918,0.082,0
23423,0.972,0.028,0
23426,0.677,0.323,0
23441,0,1,0
23486,1,0,0
23607,0.118,0.838,0.044
23691,1,0,0
23840,0.736,0.251,0.013
23845,0.835,0.165,0
23850,0.9,0.1,0
23857,1,0,0
23887,0.712,0.288,0
23888,0.646,0.342,0.012
23893,0.357,0.643,0
23894,0.799,0.201,0
23897,0.519,0.481,0
23934,0.544,0.456,0
23938,0.781,0.219,0
23963,0.927,0.073,0
23967,0.819,0.181,0
23968,0.757,0.243,0
23976,0.885,0.115,0
24058,1,0,0
24072,1,0,0
24076,0.984,0,0.016
24083,1,0,0
24085,0.912,0.077,0.011
24093,1,0,0
24105,1,0,0
24128,1,0,0
24130,1,0,0
24131,1,0,0
24150,1,0,0
24168,1,0,0
24176,0.938,0.062,0
24217,1,0,0
24221,1,0,0
24225,0.99,0.01,0
24237,0.981,0.019,0
24239,1,0,0
24245,0.997,0,0.003
24250,1,0,0
24258,1,0,0
24265,1,0,0
24270,1,0,0
24280,0.995,0.005,0
24281,0.999,0.001,0
24282,1,0,0
24312,0.974,0.026,0
24313,1,0,0
24318,1,0,0
24322,1,0,0
24323,1,0,0
24324,0.994,0,0.006
24328,1,0,0
24350,1,0,0
24351,1,0,0
24411,1,0,0
24412,1,0,0
24413,1,0,0
24415,1,0,0
24431,0.991,0.009,0
24432,1,0,0
24435,0.966,0.022,0.012
24437,0.967,0.033,0
24442,1,0,0
24459,1,0,0
24464,1,0,0
24473,1,0,0
24476,1,0,0
24477,0.946,0.021,0.033
24484,0.974,0,0.026
24485,1,0,0
24487,1,0,0
24536,1,0,0
24539,0.226,0.774,0
24553,0.912,0.088,0
24562,0.924,0.076,0
24570,1,0,0
24579,0.987,0.013,0
24580,0.862,0.138,0
24581,0,1,0
24599,0.778,0.222,0
24601,1,0,0
24602,1,0,0
24604,0.952,0.048,0
24606,1,0,0
24607,1,0,0
24612,1,0,0
24613,1,0,0
24628,1,0,0
24634,1,0,0
24646,1,0,0
24714,1,0,0
24716,0.871,0.129,0
24719,1,0,0
24724,1,0,0
24726,1,0,0
24729,1,0,0
24731,1,0,0
24733,1,0,0
24737,1,0,0
24738,1,0,0
24808,0.948,0.052,0
24811,1,0,0
24813,1,0,0
24815,1,0,0
24816,0.718,0.282,0
24817,1,0,0
24818,1,0,0
24822,1,0,0
24823,0.988,0.012,0
24826,1,0,0
24828,1,0,0
24831,0.58,0.42,0
24834,1,0,0
24839,1,0,0
24843,1,0,0
24845,1,0,0
24846,1,0,0
24847,1,0,0
24848,0.872,0.128,0
24849,1,0,0
24850,1,0,0
24851,1,0,0
24857,1,0,0
24861,0.47,0.53,0
24862,1,0,0
24866,1,0,0
24869,1,0,0
24871,1,0,0
24872,1,0,0
24873,1,0,0
24874,0.997,0.003,0
24878,0.918,0.082,0
24881,1,0,0
24882,1,0,0
24884,1,0,0
24887,1,0,0
24888,0.932,0.039,0.029
24892,0.987,0.013,0
24894,1,0,0
24898,1,0,0
24916,1,0,0
24918,1,0,0
24920,0.989,0.011,0
24924,1,0,0
24925,1,0,0
24927,1,0,0
24931,1,0,0
24934,1,0,0
24935,1,0,0
24944,1,0,0
24957,1,0,0
24962,0.954,0.046,0
24974,1,0,0
24981,0.958,0.042,0
24991,1,0,0
25002,1,0,0
25005,1,0,0
25007,1,0,0
25008,1,0,0
25009,1,0,0
25022,1,0,0
25025,1,0,0
25030,1,0,0
25044,1,0,0
25047,1,0,0
25048,1,0,0
25051,1,0,0
25054,1,0,0
25057,1,0,0
25059,1,0,0
25060,1,0,0
25061,1,0,0
25062,1,0,0
25076,1,0,0
25088,1,0,0
25090,1,0,0
25093,1,0,0
25106,1,0,0
25109,1,0,0
25111,1,0,0
25115,1,0,0
25118,0.844,0.156,0
25121,1,0,0
25132,1,0,0
25140,1,0,0
25141,1,0,0
25142,1,0,0
25159,0.995,0,0.005
25161,1,0,0
25164,1,0,0
25165,1,0,0
25169,1,0,0
25173,0.84,0.16,0
25180,1,0,0
25187,1,0,0
25201,1,0,0
25202,1,0,0
25203,1,0,0
25204,1,0,0
25205,1,0,0
25206,1,0,0
25209,1,0,0
25211,1,0,0
25239,1,0,0
25245,1,0,0
25251,1,0,0
25261,1,0,0
25262,1,0,0
25264,1,0,0
25431,1,0,0
25432,1,0,0
25444,1,0,0
25503,1,0,0
25505,1,0,0
25520,1,0,0
25521,1,0,0
25534,1,0,0
25540,1,0,0
25547,0.987,0,0.013
25555,1,0,0
25557,1,0,0
25559,1,0,0
25564,1,0,0
25565,1,0,0
25573,0.975,0.025,0
25608,1,0,0
25617,0.971,0.008,0.021
25621,1,0,0
25624,1,0,0
25628,1,0,0
25630,0.988,0.012,0
25634,1,0,0
25638,1,0,0
25639,1,0,0
25644,1,0,0
25649,1,0,0
25650,1,0,0
25651,1,0,0
25653,1,0,0
25654,0.988,0.012,0
25666,1,0,0
25671,1,0,0
25672,1,0,0
25676,1,0,0
25688,1,0,0
25690,1,0,0
25696,1,0,0
25699,1,0,0
25810,1,0,0
25811,1,0,0
25817,1,0,0
25818,1,0,0
25836,1,0,0
25837,1,0,0
25839,1,0,0
25843,1,0,0
25844,1,0,0
25845,1,0,0
25846,0.729,0.271,0
25848,1,0,0
25854,1,0,0
25855,1,0,0
25857,1,0,0
25862,1,0,0
25864,1,0,0
25868,1,0,0
25870,1,0,0
25871,0.816,0.184,0
25873,1,0,0
25875,1,0,0
25876,1,0,0
25878,1,0,0
25879,1,0,0
25902,1,0,0
25904,1,0,0
25906,1,0,0
25907,1,0,0
25908,1,0,0
25911,0.891,0.109,0
25913,1,0,0
25916,1,0,0
25920,1,0,0
25922,1,0,0
25928,1,0,0
25932,1,0,0
25936,1,0,0
25942,1,0,0
25958,1,0,0
25969,1,0,0
25972,1,0,0
25977,1,0,0
25978,1,0,0
25985,1,0,0
25989,1,0,0
26056,1,0,0
26136,1,0,0
26138,1,0,0
26147,0.98,0.001,0.019
26152,1,0,0
26160,1,0,0
26161,1,0,0
26167,1,0,0
26169,1,0,0
26178,1,0,0
26202,1,0,0
26203,1,0,0
26205,1,0,0
26208,0.998,0.002,0
26209,1,0,0
26215,1,0,0
26217,1,0,0
26222,1,0,0
26224,1,0,0
26228,1,0,0
26230,1,0,0
26234,0.948,0.042,0.01
26236,1,0,0
26238,0.986,0.014,0
26254,1,0,0
26259,1,0,0
26263,1,0,0
26266,1,0,0
26267,1,0,0
26268,1,0,0
26273,0.941,0.05,0.009
26278,1,0,0
26280,0.991,0.009,0
26282,1,0,0
26283,0.935,0.065,0
26291,1,0,0
26293,1,0,0
26294,0.98,0.02,0
26296,1,0,0
26298,1,0,0
26325,1,0,0
26327,1,0,0
26335,0.995,0,0.005
26339,1,0,0
26342,1,0,0
26343,1,0,0
26348,1,0,0
26349,1,0,0
26351,0.764,0.178,0.058
26361,0.992,0.008,0
26366,1,0,0
26369,1,0,0
26376,1,0,0
26384,1,0,0
26404,0.809,0.191,0
26412,1,0,0
26419,0.942,0.058,0
26424,1,0,0
26436,1,0,0
26437,1,0,0
26438,1,0,0
26448,1,0,0
26560,1,0,0
26562,1,0,0
26563,0.825,0.175,0
26572,1,0,0
26574,0.896,0.104,0
26576,1,0,0
26581,1,0,0
26585,1,0,0
26586,1,0,0
26587,1,0,0
26590,1,0,0
26610,1,0,0
26611,1,0,0
26615,1,0,0
26617,1,0,0
26619,1,0,0
26621,0.997,0,0.003
26623,1,0,0
26624,1,0,0
26638,1,0,0
26656,1,0,0
26660,1,0,0
26676,1,0,0
26678,1,0,0
26679,1,0,0
26681,1,0,0
26684,1,0,0
26691,1,0,0
26705,1,0,0
26707,1,0,0
26714,0.891,0.109,0
26716,1,0,0
26719,1,0,0
26731,1,0,0
26739,0.997,0.003,0
26767,1,0,0
26801,1,0,0
26804,1,0,0
26808,0.968,0.032,0
26810,1,0,0
26815,0.838,0.162,0
26817,1,0,0
26818,1,0,0
26823,1,0,0
26852,0.999,0.001,0
26855,1,0,0
26866,0.958,0.042,0
27007,0.975,0,0.025
27201,1,0,0
27249,0.796,0.15,0.054
27314,0.982,0.018,0
27320,0.698,0.256,0.046
27340,1,0,0
27507,0.687,0.248,0.065
27582,0.308,0.692,0
27712,0.727,0.194,0.079
27821,0.55,0.45,0
27825,0.759,0.241,0
27827,0.478,0.522,0
27841,0.405,0.595,0
27853,0.254,0.746,0
27861,0,1,0
27866,0.33,0.67,0
27875,0.477,0.523,0
27879,0.456,0.544,0
27881,0.82,0.18,0
27885,0.652,0.348,0
27909,0.588,0.365,0.047
27919,0.667,0.333,0
27943,0.998,0,0.002
27967,0.484,0.516,0
27968,1,0,0
27982,1,0,0
28007,0.102,0.898,0
28076,0.822,0.178,0
28102,1,0,0
28108,1,0,0
28330,0.858,0.142,0
28350,1,0,0
28367,0.649,0.351,0
28424,0.632,0.368,0
28438,0.792,0.191,0.017
28448,0.689,0.311,0
28524,1,0,0
28546,0.622,0.24,0.138
28552,1,0,0
28553,1,0,0
28575,0.992,0.006,0.002
28581,1,0,0
28589,1,0,0
28594,0.975,0.002,0.023
28624,1,0,0
28636,0.825,0.014,0.161
28644,1,0,0
28647,1,0,0
28649,1,0,0
28652,1,0,0
28662,1,0,0
28689,1,0,0
28702,1,0,0
28707,1,0,0
28708,1,0,0
28718,1,0,0
28735,1,0,0
28745,1,0,0
28774,1,0,0
28775,1,0,0
29046,0.457,0.543,0
29052,0,1,0
29062,0.272,0.728,0
29074,1,0,0
29079,0,1,0
29082,0.736,0.264,0
29122,0.844,0.156,0
29145,0.404,0.383,0.213
29175,0.855,0.145,0
29324,1,0,0
